Domain,Organization,Risk Level,Risk Score,Matched Keyword,Reasons
"kyhnia-bobr.site","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.site); Contains brand keyword: 'bob'"
"kyhnia-bobr.xyz","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.xyz); Contains brand keyword: 'bob'"
"kyronic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"laurenpinkstonforgov.info","National Informatics Centre (NIC)","HIGH",45,"gov","Uses suspicious TLD (.info); Contains brand keyword: 'gov'"
"laurensbirthdayreceipt.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"laverynpclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"lawyersnichesite.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"lcmnicy.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"lcpmechanic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"ldpnbnas.top","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.top); Contains brand keyword: 'pnb'"
"learnics.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"learntechnical.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"legasyelectronic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"leniceegabriel.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"lesbian-chat.top","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.top); Contains brand keyword: 'sbi'"
"lesbianpics.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"lesbienne-en-chaleur.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"lestwinsbickay.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"levosmechanic.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"levsnickel.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"levzmechanic.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"lewsmechanic.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"lewzmechanic.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"libobui.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"lightchronicles.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"limontaveronica.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"limsbinjiang.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"linksclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"littleheartsbigmealsfoundation.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"lmbobfs.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"localchronicles5.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"lotusbiscoff.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"lovegirlnice.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"lovesportsbit.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"lsbinsurance.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"luciaveronica.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"lucynicole.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"lumelaserskinbeautyclinicnorwich.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"maalindogsanicare.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"mainichi-kenko.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"manga-reiniciar-pg.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"manicmantra.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"manicuristshop.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"manicverse.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"manualdomecanico.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"mapadamanicure.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mapnboxs.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"markonic.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"marlsbinx.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"masinopsanicare.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"maxpnb.online","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.online); Contains brand keyword: 'pnb'"
"mbsbiqi.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"meadowquillniche.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"mechanicalhealthnutrition.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"mechanicalzeal.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"mechanicpop.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"medclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mediacomunication.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"medtronic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"meetbobo.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"megaaboba.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"meihuaclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mejoranic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"menopauseclinic.club","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.club); Contains brand keyword: 'nic'"
"mentalmechanic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"merrychristmasbitch.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"messianica.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mfcomunicaciones.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mgatelecomunicacoes.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"michiganedclinics.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"michiganedclinics.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"minicooper.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"minicromo.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mipladigitalcommunications.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"miracleherbalclinics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mistergehtdichgarnichtsan.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"mksbidy.sbs","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.sbs); Contains brand keyword: 'sbi'"
"mnich.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"mobilemarinemechanicperth.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"moemacomunicacaodigital.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"molanico.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"monica-ei.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"monica-vko.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"monicafishlaw.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"monicaix.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"monicalevy.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"monicamail.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"motionclinics.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"moznice.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"mpnbxnc.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"mrpnbcn.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"municado.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"munich-tes.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"municipalactioncenter.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"mxbobnz.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"myclinical.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"mydhwanicloth.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"mythrunechronicle.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"n7labobrab.xyz","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.xyz); Contains brand keyword: 'bob'"
"naillaserclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"naturalfertilityclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ncbob.xyz","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.xyz); Contains brand keyword: 'bob'"
"nehaclinic.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"neurapathclinic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"newgenmechanic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nexaelectronics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ngnic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nic-bot.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nic2lg.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nic8y2ut.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nicacinetv.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicanormassebakehe.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicbxhy.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"niccard.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nice-789.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nice-product.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nice-to-know.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nice2app.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nice4d.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"niceair.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"niceair.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"niceair.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"niceasing.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicebnb.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicedreams.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicedress.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicegoods.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicegramm.cc","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.cc); Contains brand keyword: 'nic'"
"niceinterior.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicejaya.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicemaker.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"niceplant.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"niceptjr.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicereallife.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicestapler.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nicetoto.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"nicewebview.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicexy.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nicfhsh.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nichasc.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"niche-analyzer.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicheblueprint.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nichemarket.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"nichemarket.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nichenews.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nichesparks.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nichhd.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"nicholasdaxiong.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicholasks.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicholsonespana.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicholspointps.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nichoushashayayayhaowe6788.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nichpedia.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nichugame.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"niciwgu.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nicj2db6.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nickaustin.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nickel-infos.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nickel-op.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nickelodeo.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nickfox.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nickfxi.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nicklasj.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nickooooq.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nickpass.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nickypullen.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"nicnamestest.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nico8ash.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicocars.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicogig.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nicolafix.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicolag.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicolandford.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"nicolaread.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicolasfix.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicolaslacerda.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicolaslepileur.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicole-la-fontaine-autrice-et-peintre.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicoleagi.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicolehq.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicoleshauna.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicolessalonanddayspa.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"nicop.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nicosainz.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"nicosmc.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicottotown.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"nicozimmer.cc","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.cc); Contains brand keyword: 'nic'"
"nicpon.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicrosoftonline.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nicsmegalas.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicstephensphotography.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"nicwevp.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nicwl4o.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"niczgmz.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"ninenewnicole.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"ninenicole.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"ninicatsol.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nlpnbpd.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"nnicntz.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"nomadorganics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"northsoundcommunications.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"nosugarnicki.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"novaniche.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"npnbaqb9.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"npnbwkh.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"nychronicles5.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"oceanicbumper.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"oceanicx.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"oceanicx.club","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.club); Contains brand keyword: 'nic'"
"ohbobmey.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
