Domain,Organization,Risk Level,Risk Score,Matched Keyword,Reasons
"oleaverabotanicals.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"omnicapitalfactory.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"omnichains.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"omnichatai.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"omniconsultingfinance.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"omnicyberbureau.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"onetestnicole.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"onicatcoin.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"onictogelapp.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"onorcommunication.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"operativocomunicacion.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"oponici.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"oportunicarsevilla.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"optonica.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"organic-style.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicant.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicclothingline.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicdigitalcreative.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicearthfiji.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicflowvitality.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicflowvitalitycv.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicflowvitalitycx.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicflowvitalitycz.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicflowvitalityvb.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicgold.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicgrocerystore.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"organichairtransplant.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organichairtransplantation.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organichealingchild.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organiclizzoficial.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"organicmicrogeens.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"organicpigmentssolutions.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"organicreadytoeat.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"organicvitalway.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"orio-organics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"padethionic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"paginaunica.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"panasonic-ledtv.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"panasonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"panic-later.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"paniclater.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"panicov.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"panoceanicinc.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"passbit.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"pazsbig.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"pbobsse.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"pbobwm.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"pcpetclinic.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"pdsbikes.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"peachtonic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"pegabob.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"penrithdentalclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"penrithmechanical.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"peptideclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"perthboatmechanics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"perthmobilemechanic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"pescariniconsulting.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"pgpnbew.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"phnice.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"phonicskidz.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"photogenic.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"phzlpnb.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"picniccuvantraspunsuri.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"picnicspot.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"picnicword.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"pin-up-casino-sbi7.top","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.top); Contains brand keyword: 'sbi'"
"pipetecmechanical.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"piwnicamichala.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"pjdpnb.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"plugsonic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"plugsonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"pnbar9o.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"pnbbrkc.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"pnbc9kg.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"pnbcvpn.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbfrw.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbjg.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbjvaf.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbkgdq.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"pnbkpst.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbl6v.top","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.top); Contains brand keyword: 'pnb'"
"pnbmwbjj4fi.xyz","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.xyz); Contains brand keyword: 'pnb'"
"pnbpr7.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbrpf.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbrwuh.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbsu624.top","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.top); Contains brand keyword: 'pnb'"
"pnbuqy2.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pnbz8z.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"pniczij.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
"policlinical.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"poppasorganics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"portalvirtualunico.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"posbiday.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"positronicbrain.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"potolki-genichesk.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ppnbazm.info","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.info); Contains brand keyword: 'pnb'"
"ppnbqli.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"prelectronics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"pride-clinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"productinsightlabsbiz.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"prompttechnic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"propertyforsaleindominicanrepublic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"provablecommunications.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"provablecommunicationsalliance.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"psicanalistamariaeunice.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"puchsonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"pulseclinic.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"pulsecommunications.biz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.biz); Contains brand keyword: 'nic'"
"q235bob.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"qcnicyo4.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"qlw-nice.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"qnickors.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"qnictyd.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"qpnbf9ly.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"qsbigjs.sbs","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.sbs); Contains brand keyword: 'sbi'"
"quboblu.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"queersanicare.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"quinicin.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"r72nicz.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"rathminesbibleschool.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"rblirioclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"rblirioclinic.online","IOCL","HIGH",45,"iocl","Uses suspicious TLD (.online); Contains brand keyword: 'iocl'"
"rblirioclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"rblirioclinic.online","IOCL","HIGH",45,"iocl","Uses suspicious TLD (.online); Contains brand keyword: 'iocl'"
"rbobwcj.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"rdhksbi.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"rehab-clinic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"rendezlesbijouxdelacouronne.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"rendezlesbijouxdelacouronne.site","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.site); Contains brand keyword: 'sbi'"
"resbit.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"respironics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"riftwalkerchronicle.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"rknicc.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
